GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS1189934555	2021-06-26 09:48:59.959954	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Hyalite Canyon Road--from Moser Rd Jct to the dam.	L2380639	P	45.5083600	-110.9959030	2021-06-25	10:42:00	obsr247322	S90801029	Traveling	P22	EBIRD	52	6.437		1	1		0	1	0		60 f, mostly cloudy.  Biking		
URN:CornellLabOfOrnithology:EBIRD:OBS1196232566	2021-07-08 13:14:51.698568	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				2	FY	C4	FY		United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2021-06-24	16:35:00	obsr348089	S91359698	Traveling	P22	EBIRD	97	1.046		12	1	G6924042	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1189024646	2021-07-08 13:14:51.698568	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				2	FY	C4	FY		United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2021-06-24	16:35:00	obsr407830	S90725268	Traveling	P22	EBIRD	97	1.046		12	1	G6924042	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1188050445	2021-06-23 10:07:30.053161	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				2					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2021-06-23	06:47:00	obsr2394243	S90637655	Traveling	P22	EBIRD	80	2.955		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1179961483	2021-06-10 21:52:44.122124	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				4					United States	US	Montana	US-MT	Gallatin	US-MT-031		10	USFWS_773		Drinking Horse Trail	L2830287	H	45.7054900	-110.9743166	2021-06-09	07:00:00	obsr1703152	S89972383	Traveling	P22	EBIRD	180	3.219		3	1	G6869166	0	1	0			Single adult with 3 fledglings	
URN:CornellLabOfOrnithology:EBIRD:OBS1192808885	2021-07-01 00:13:32.993881	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Accident Reduction	L5980188	P	45.2784910	-111.2280330	2021-06-27	11:22:00	obsr934515	S91052607	Traveling	P22	EBIRD	38	0.490		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1185241152	2021-06-19 00:00:25.464253	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Custer Gallatin National Forest, Bozeman US-MT 45.54282, -111.03168	L15418287	P	45.5428240	-111.0316790	2021-06-16	15:00:00	obsr435595	S90408312	Traveling	P22	EBIRD	21	0.161		8	1	G6899806	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1179879359	2023-05-14 21:55:24.087433	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Ousel Falls Trail	L2202780	H	45.2439836	-111.3311148	2021-06-10	17:08:00	obsr97944	S89965134	Incidental	P20	EBIRD				2	0	G10232069	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1179908584	2021-06-11 17:39:38.555479	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1	S 	C2	S 		United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2021-06-10	16:51:00	obsr45736	S89967807	Traveling	P22	EBIRD	68	2.253		2	1		0	1	0			singing under the nesting bridge	
URN:CornellLabOfOrnithology:EBIRD:OBS1189040283	2021-07-08 13:14:51.698568	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				2	FY	C4	FY		United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2021-06-24	16:35:00	obsr319756	S90726453	Traveling	P22	EBIRD	97	1.046		12	1	G6924042	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1185230696	2021-06-18 23:28:44.059105	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Custer Gallatin National Forest, Bozeman US-MT 45.54282, -111.03168	L15418287	P	45.5428240	-111.0316790	2021-06-16	15:00:00	obsr1447839	S90407601	Traveling	P22	EBIRD	21	0.161		8	1	G6899806	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1174597841	2021-06-04 08:56:43.264966	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				X					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2021-06-03	08:08:00	obsr909409	S89543962	Traveling	P22	EBIRD	152	2.768		7	0		0	1	0		Sacajawea Audubon led bird walk.  I was leading so I couldn't take the time or attention to count.		
URN:CornellLabOfOrnithology:EBIRD:OBS1190152083	2021-06-26 14:40:50.206966	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Custer Gallatin National Forest, Bozeman US-MT 45.54282, -111.03168	L15418287	P	45.5428240	-111.0316790	2021-06-16	15:00:00	obsr95256	S90820023	Traveling	P22	EBIRD	21	0.161		8	1	G6899806	0	1	0		Stopped to check a likely spot for dipper and voilá. 80F, clear, light wind.		
URN:CornellLabOfOrnithology:EBIRD:OBS1184600121	2021-06-18 23:28:44.059105	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Custer Gallatin National Forest, Bozeman US-MT 45.54282, -111.03168	L15418287	P	45.5428240	-111.0316790	2021-06-16	15:00:00	obsr177921	S90353854	Traveling	P22	EBIRD	21	0.161		8	1	G6899806	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1196440295	2021-07-07 00:46:06.043161	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2021-06-09	09:00:00	obsr702842	S91378901	Traveling	P22	EBIRD	40	0.805		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1179217032	2021-06-10 21:52:44.122124	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				4					United States	US	Montana	US-MT	Gallatin	US-MT-031		10	USFWS_773		Drinking Horse Trail	L2830287	H	45.7054900	-110.9743166	2021-06-09	07:00:00	obsr414504	S89910943	Traveling	P22	EBIRD	180	3.219		3	1	G6869166	0	1	0			Single adult with 3 fledglings	
URN:CornellLabOfOrnithology:EBIRD:OBS1188191503	2021-06-23 13:50:24.767813	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Custer Gallatin National Forest, Bozeman US-MT 45.54282, -111.03168	L15418287	P	45.5428240	-111.0316790	2021-06-16	15:00:00	obsr512934	S90649665	Traveling	P22	EBIRD	21	0.161		8	1	G6899806	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1182653576	2021-06-19 17:09:12.916863	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				2					United States	US	Montana	US-MT	Gallatin	US-MT-031		10	USFWS_773		Drinking Horse Mountain, Bozeman US-MT 45.70709, -110.97964	L15380880	P	45.7070860	-110.9796420	2021-06-14	14:43:00	obsr2567192	S90196349	Traveling	P22	EBIRD	72	2.160		1	1	G6902623	0	1	0			In water on stream, observed from bridge, possible nest, mostly gray, brownish head, skinny beak	
URN:CornellLabOfOrnithology:EBIRD:OBS1189009639	2021-07-08 13:14:51.698568	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				2	FY	C4	FY		United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2021-06-24	16:35:00	obsr177921	S90725125	Traveling	P22	EBIRD	97	1.046		12	1	G6924042	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1198465412	2021-07-18 17:34:29.426861	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Hyalite Creek Tr. #427 to Jct. with  Storm Castle Tr. #185	L2321051	H	45.4244920	-110.9601849	2021-07-10	07:00:00	obsr764636	S91555036	Traveling	P22	EBIRD	240	9.126		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1201693943	2021-12-30 18:07:35.759361	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Yellowstone NP--Specimen Creek Trail	L5982708	H	45.0187108	-111.0683870	2021-07-16	08:48:00	obsr341152	S91839550	Traveling	P22	EBIRD	195	7.685		4	1	G6999087	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1202520405	2021-07-17 23:09:37.696957	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			MT-Gallatin: Spire Creek CG, Custer Gallatin National Forest, Gallatin Gateway US-MT 45.44000, -111.18971	L15797428	P	45.4399980	-111.1897080	2021-07-16	09:51:00	obsr108112	S91914682	Traveling	P22	EBIRD	21	1.253		2	1	G7004443	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1209189435	2021-07-30 11:30:04.05771	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				3					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Lava Lake trail	L772170	H	45.4061939	-111.2246042	2021-07-25	09:00:00	obsr1390305	S92503332	Historical	P62	EBIRD	240			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1201693923	2021-12-25 12:00:02.579741	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Yellowstone NP--Specimen Creek Trail	L5982708	H	45.0187108	-111.0683870	2021-07-16	08:48:00	obsr648810	S91839549	Traveling	P22	EBIRD	195	7.685		4	1	G6999087	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1199616134	2021-07-17 22:22:10.931296	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Custer Gallatin National Forest, Bozeman US-MT 45.50143, -110.98603	L15743153	P	45.5014330	-110.9860250	2021-07-12	11:36:00	obsr48445	S91658794	Incidental	P20	EBIRD				1	0		1	1	0			Mossy tunnel nest under bridge	
URN:CornellLabOfOrnithology:EBIRD:OBS1202517667	2021-07-17 23:03:36.523972	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				2					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			MT-Gallatin: Spire Creek CG, Custer Gallatin National Forest, Gallatin Gateway US-MT 45.44164, -111.20677	L15805579	P	45.4416400	-111.2067720	2021-07-15	19:48:00	obsr239144	S91914501	Stationary	P21	EBIRD	17			2	1	G7004427	0	1	0			Just downstream from the entrance bridge for the campground.	
URN:CornellLabOfOrnithology:EBIRD:OBS1207235994	2021-07-31 16:07:17.167002	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Custer Gallatin National Forest, Gallatin Gateway US-MT 45.06177, -111.22309	L15903949	P	45.0617740	-111.2230940	2021-07-25	18:41:00	obsr567795	S92331483	Traveling	P22	EBIRD	156	1.991		2	1	G7046308	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1203001258	2021-07-18 17:47:45.043175	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				4					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Ousel Falls Trail	L2202780	H	45.2439836	-111.3311148	2021-07-11	15:00:00	obsr356514	S91955919	Traveling	P22	EBIRD	120	3.541		7	1	G7007019	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1197337746	2021-07-08 17:52:00.919871	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				2	CF	C4	CF		United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Grotto Falls Area	L1235891	H	45.4442652	-110.9627295	2021-07-08	08:57:00	obsr45736	S91456590	Traveling	P22	EBIRD	346	5.922		2	1		0	1	0			Adult flew up to a nest at Grotto Falls, carrying food.	
URN:CornellLabOfOrnithology:EBIRD:OBS1196065260	2021-07-06 10:55:22.537197	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Custer Gallatin National Forest, Big Sky US-MT 45.32318, -111.31090	L15663908	P	45.3231840	-111.3109030	2021-07-04	12:35:00	obsr992134	S91344967	Traveling	P22	EBIRD	180	12.875		4	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1194416616	2021-07-03 17:42:38.664978	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10	USFWS_773		Bozeman Fish Technology Center 	L1369577	H	45.7071231	-110.9785065	2021-07-03	14:10:00	obsr347537	S91194102	Traveling	P22	EBIRD	86	0.869		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1200110705	2021-07-13 13:31:24.989146	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Ousel Falls Trail	L2202780	H	45.2439836	-111.3311148	2021-07-13	09:48:00	obsr48445	S91701528	Traveling	P22	EBIRD	103	2.027		6	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1201239263	2021-07-15 16:37:51.050672	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				8	NY	C4	NY	Unknown Sex, Juvenile (4); Male, Adult (1); Female, Adult (1); Unknown Sex and Age (2)	United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Hyalite Canyon Road--from the gate to Langhor Campground	L14326542	P	45.5422499	-111.0378543	2021-07-15	10:36:00	obsr247322	S91799164	Traveling	P22	EBIRD	29	6.035		1	1		0	1	0		77 f, sunny. Biking	Active nest, with pair feeding four very hungry nestlings.	
URN:CornellLabOfOrnithology:EBIRD:OBS1203629886	2021-07-19 19:33:34.23023	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10	USFWS_773		Bozeman Fish Technology Center 	L1369577	H	45.7071231	-110.9785065	2021-07-19	09:42:00	obsr247322	S92015771	Traveling	P22	EBIRD	56	1.207		1	1		0	1	0		75 f, sunny but with smoke haze.		
URN:CornellLabOfOrnithology:EBIRD:OBS1209915112	2021-07-31 16:07:17.167002	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Custer Gallatin National Forest, Gallatin Gateway US-MT 45.06177, -111.22309	L15903949	P	45.0617740	-111.2230940	2021-07-25	18:41:00	obsr1567630	S92565949	Traveling	P22	EBIRD	156	1.991		2	1	G7046308	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1197407878	2021-07-08 20:39:41.900631	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2021-07-08	17:50:00	obsr2394243	S91463370	Traveling	P22	EBIRD	48	2.904		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1201225779	2021-07-15 16:05:17.98847	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Deer Creek	L1802842	H	45.2991959	-111.2037508	2021-07-15	07:15:00	obsr1730926	S91797834	Traveling	P22	EBIRD	4	16.093		1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1201407973	2021-07-15 23:38:23.529699	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Hyalite Reservoir	L3760369	H	45.4821245	-110.9694242	2021-07-11	09:12:00	obsr135796	S91815111	Stationary	P21	EBIRD	24			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1202412626	2021-07-17 19:10:40.807651	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				2					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Hyalite Creek Tr. #427 to Jct. with  Storm Castle Tr. #185	L2321051	H	45.4244920	-110.9601849	2021-07-17	09:05:00	obsr231532	S91904746	Traveling	P22	EBIRD	161	8.690		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1195423428	2021-07-06 08:12:00.413768	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				2	NY	C4	NY		United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Hyalite Creek Tr. #427 to Jct. with  Storm Castle Tr. #185	L2321051	H	45.4244920	-110.9601849	2021-07-04	07:04:00	obsr247322	S91285972	Traveling	P22	EBIRD	235	8.047		2	1	G6964804	0	1	0		56-70 f, sunny.		
URN:CornellLabOfOrnithology:EBIRD:OBS1200399747	2021-07-14 00:35:22.871269	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				2					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Grotto Falls Area	L1235891	H	45.4442652	-110.9627295	2021-07-09	13:51:00	obsr1119177	S91726657	Traveling	P22	EBIRD	129	10.696		2	1	G6991618	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1202087105	2021-12-30 18:07:35.759361	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Yellowstone NP--Specimen Creek Trail	L5982708	H	45.0187108	-111.0683870	2021-07-16	08:48:00	obsr884093	S91873494	Traveling	P22	EBIRD	195	7.685		4	1	G6999087	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1202879276	2021-07-18 14:05:38.19884	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				3					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Custer Gallatin National Forest, Gallatin Gateway US-MT 45.32412, -111.17580	L15812941	P	45.3241180	-111.1758020	2021-07-18	08:45:00	obsr101041	S91944345	Traveling	P22	EBIRD	90	0.402		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1203010481	2021-07-18 17:47:45.043175	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				4					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Ousel Falls Trail	L2202780	H	45.2439836	-111.3311148	2021-07-11	15:00:00	obsr356511	S91956732	Traveling	P22	EBIRD	120	3.541		7	1	G7007019	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1202520401	2021-07-17 23:09:37.696957	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			MT-Gallatin: Spire Creek CG, Custer Gallatin National Forest, Gallatin Gateway US-MT 45.44000, -111.18971	L15797428	P	45.4399980	-111.1897080	2021-07-16	09:51:00	obsr239144	S91914681	Traveling	P22	EBIRD	21	1.253		2	1	G7004443	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1195686217	2021-07-06 08:12:00.413768	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				2	NY	C4	NY		United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Hyalite Creek Tr. #427 to Jct. with  Storm Castle Tr. #185	L2321051	H	45.4244920	-110.9601849	2021-07-04	07:04:00	obsr326278	S91311213	Traveling	P22	EBIRD	235	8.047		2	1	G6964804	0	1	0		56-70 f, sunny.		
URN:CornellLabOfOrnithology:EBIRD:OBS1205501781	2021-07-23 11:51:58.607067	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Chestnut Mountain Trail	L2956185	H	45.6448600	-110.8808300	2021-07-23	09:22:00	obsr724258	S92178552	Traveling	P22	EBIRD	23	0.322		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1207460474	2021-07-26 21:27:04.228177	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				2					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Custer Gallatin National Forest, Gallatin Gateway US-MT (45.3557,-111.1734)	L15909383	P	45.3557260	-111.1734290	2021-07-26	19:25:00	obsr878051	S92354440	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1197280321	2021-07-08 15:46:18.690817	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				3					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Hyalite Canyon Road--from the gate to Langhor Campground	L14326542	P	45.5422499	-111.0378543	2021-07-08	10:12:00	obsr247322	S91451095	Traveling	P22	EBIRD	26	5.633		1	1		0	1	0		70 f, sunny.  Biking		
URN:CornellLabOfOrnithology:EBIRD:OBS1205177911	2021-07-24 08:58:29.267944	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Mount Blackmore Trail	L1399773	H	45.4692546	-110.9843359	2021-07-22	08:17:00	obsr247322	S92151735	Traveling	P22	EBIRD	446	8.851		1	1		0	1	0		56-70 f, cumulus turning into thunderheads by early afternoon.  Sprinkles and a bit of small hail the last couple of miles out.  Kind of breezy all day.  Birds were very quiet in the forest from the lake to the upper basin.  Up to the peak, spent 1 1/2 hours on top, down the east bowl back to the trail.  3 pika, 4 marmot.	Below the Hyalite Lake pavilion, at trailhead.	
URN:CornellLabOfOrnithology:EBIRD:OBS1204794773	2021-07-22 00:26:32.180157	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				3					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Brackett Creek - Gallatin County	L2221184	P	45.8588300	-110.8798600	2021-07-21	19:55:00	obsr428450	S92118009	Traveling	P22	EBIRD	108	1.014		2	1	G7017769	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1202517664	2021-07-17 23:03:36.523972	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				2					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			MT-Gallatin: Spire Creek CG, Custer Gallatin National Forest, Gallatin Gateway US-MT 45.44164, -111.20677	L15805579	P	45.4416400	-111.2067720	2021-07-15	19:48:00	obsr108112	S91914500	Stationary	P21	EBIRD	17			2	1	G7004427	0	1	0			Just downstream from the entrance bridge for the campground.	
URN:CornellLabOfOrnithology:EBIRD:OBS1195472676	2021-07-06 09:23:04.751897	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10	USFWS_773		Drinking Horse Trail	L2830287	H	45.7054900	-110.9743166	2021-07-05	07:07:00	obsr45736	S91290185	Traveling	P22	EBIRD	124	4.168		1	1		0	1	0		Fish hatchery plus the lower loop of Drinking Horse trail. 60-63 degrees with some welcome rain showers.		
URN:CornellLabOfOrnithology:EBIRD:OBS1204794758	2021-07-22 00:26:32.180157	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				3					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Brackett Creek - Gallatin County	L2221184	P	45.8588300	-110.8798600	2021-07-21	19:55:00	obsr347537	S92118007	Traveling	P22	EBIRD	108	1.014		2	1	G7017769	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1200239693	2021-07-14 00:35:22.871269	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				2					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Grotto Falls Area	L1235891	H	45.4442652	-110.9627295	2021-07-09	13:51:00	obsr1193825	S91714639	Traveling	P22	EBIRD	129	10.696		2	1	G6991618	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1228920651	2021-09-02 11:31:12.642432	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Mystic Lake	L3845476	H	45.5432445	-110.9190588	2021-08-31	13:15:00	obsr247322	S94073240	Traveling	P22	EBIRD	147	2.414		1	1		0	1	0		70-75 f, sunny but with smoke haze.  Walking the northside trail.		
URN:CornellLabOfOrnithology:EBIRD:OBS1237524679	2021-09-15 11:16:17.18643	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Ousel Falls Trail	L2202780	H	45.2439836	-111.3311148	2021-08-20	10:30:00	obsr1793727	S94689835	Incidental	P20	EBIRD				2	0		1	1	0		single bird observed for 30 min repeatedly covering a single section of stream		
URN:CornellLabOfOrnithology:EBIRD:OBS1217605178	2021-08-17 08:03:23.779711	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Glen Lake Rotary Park--Trails east of the river	L2191787	H	45.7062552	-111.0325441	2021-08-14	07:29:00	obsr45736	S93213577	Traveling	P22	EBIRD	111	1.642		2	1		0	1	0		with Stephanie Nelson. Lots of flycatching behavior over the creek by several species.		
URN:CornellLabOfOrnithology:EBIRD:OBS1327921706	2022-01-26 19:49:50.524501	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Swimming Hole, Taylor Fork Road, Gallatin Gateway, Montana, US (45.066, -111.214)	L16201456	P	45.0658606	-111.2139180	2021-08-03	18:05:00	obsr2329057	S101509019	Traveling	P22	EBIRD	38	0.612		2	1	G7783411	0	1	0				
