GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS1135448272	2021-04-29 00:18:31.292275	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Creekside Park and Trails	L7392929	H	45.7057665	-111.0048321	2021-04-27		obsr731185	S86621285	Incidental	P20	EBIRD					0		0	1	0		Temperature in the upper 50s F, partly cloudy, cool breeze.		
URN:CornellLabOfOrnithology:EBIRD:OBS1136716350	2021-04-30 10:02:14.205071	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Hyalite Canyon Road--from the gate to Langhor Campground	L14326542	P	45.5422499	-111.0378543	2021-04-29	10:40:00	obsr247322	S86714537	Traveling	P22	EBIRD	30	5.633		1	1		0	1	0		60 f, sunny.   Biking		
URN:CornellLabOfOrnithology:EBIRD:OBS1128411051	2021-04-22 10:03:10.21777	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				4					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Storm Castle Trail	L1624857	H	45.4471553	-111.2234458	2021-04-21	13:25:00	obsr247322	S86082694	Traveling	P22	EBIRD	257	6.035		1	1		0	1	0		45-50 f, sunny, with gusty NW winds at times.  From first gate on the road to the top.  Very slow birding along the river and up the trail.  The excitement was the show on top.  Dusky Grouse had been plucked on the ridge where the trail tops out (no live grouse).	Pairs together on the river.	
URN:CornellLabOfOrnithology:EBIRD:OBS1113466377	2021-04-06 09:02:38.641026	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Hyalite Canyon Road--from the gate to Langhor Campground	L14326542	P	45.5422499	-111.0378543	2021-04-02	14:59:00	obsr247322	S84915886	Traveling	P22	EBIRD	20	5.633		1	1		0	1	0		60 f, sunny.  Biking		
URN:CornellLabOfOrnithology:EBIRD:OBS1131640680	2021-04-25 11:33:00.593476	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2021-04-24	09:00:00	obsr679130	S86330923	Traveling	P22	EBIRD	150	3.219		10	1	G6604348	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1142161148	2022-10-21 17:35:30.662924	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				2					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2021-05-04	13:33:00	obsr545278	S87118149	Traveling	P22	EBIRD	89	3.090		2	1	G6657155	0	1	0		48 degrees, slight breeze, hail burst to sunshine		
URN:CornellLabOfOrnithology:EBIRD:OBS1151046639	2021-05-10 20:00:06.55897	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Glen Lake Rotary Park	L3887446	H	45.7047752	-111.0375201	2021-05-10	16:54:00	obsr1585339	S87781635	Traveling	P22	EBIRD	42	1.915		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1169599471	2021-05-28 16:55:55.932197	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Chestnut Mountain Trail	L2956185	H	45.6448600	-110.8808300	2021-05-28	09:30:00	obsr510129	S89158337	Traveling	P22	EBIRD	125	1.690		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1169609003	2021-05-28 16:55:42.233274	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Bogert Park	L15140243	P	45.6755496	-111.0316464	2021-05-28	13:45:00	obsr510129	S89158321	Traveling	P22	EBIRD	31	0.290		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1152779389	2022-10-21 17:50:48.442076	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				2	N 	C3	N 		United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2021-05-12	08:35:00	obsr535408	S87906721	Traveling	P22	EBIRD_PNW	74	2.597		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1154317583	2021-05-13 18:12:45.970954	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Sourdough Nature Trail	L1235897	H	45.6398026	-111.0306966	2021-05-12	17:08:00	obsr347537	S88018886	Traveling	P22	EBIRD	95	1.690		2	1	G6726326	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1145369475	2021-05-07 15:40:16.760952	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Hyalite Canyon Road--from Forest Cr Subdivision to the gate	L1544872	P	45.5661274	-111.0722386	2021-05-07	09:57:00	obsr247322	S87350705	Traveling	P22	EBIRD	10	2.816		1	1		0	1	0		62 f, sunny.  Biking		
URN:CornellLabOfOrnithology:EBIRD:OBS1173912080	2021-06-02 15:36:59.710903	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Storm Castle Trail	L1624857	H	45.4471553	-111.2234458	2021-05-29	11:15:00	obsr1306408	S89495303	Incidental	P20	EBIRD				2	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1142161165	2022-10-21 17:35:30.773683	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				2					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2021-05-04	13:33:00	obsr1117698	S87118150	Traveling	P22	EBIRD	89	3.090		2	1	G6657155	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1144027873	2021-05-08 14:33:23.213054	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2021-05-06	08:00:00	obsr344714	S87249521	Traveling	P22	EBIRD	90	2.253		3	1	G6666090	0	1	0		Bird Walk for City of Bozeman around nature preserve in SMCP.		
URN:CornellLabOfOrnithology:EBIRD:OBS1173926929	2022-10-21 18:22:17.511336	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				X					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2021-05-31	18:35:00	obsr1306408	S89495953	Incidental	P20	EBIRD				5	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1158074487	2021-05-16 14:59:00.507001	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10	USFWS_773		Drinking Horse Trail	L2830287	H	45.7054900	-110.9743166	2021-05-16	10:55:00	obsr510129	S88304409	Traveling	P22	EBIRD	79	1.947		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1163368537	2021-05-21 19:34:19.433166	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Sourdough Canyon Trail	L2690630	H	45.5901048	-111.0253179	2021-05-21	14:30:00	obsr563134	S88692052	Traveling	P22	EBIRD	120	4.828		1	1		0	1	0		3 inches New snow, overcast, flurries, 34 degrees		
URN:CornellLabOfOrnithology:EBIRD:OBS1203053770	2022-10-21 18:56:26.859869	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Monforton School	L4121106	P	45.6746726	-111.1725426	2021-05-27	10:30:00	obsr592594	S91961266	Stationary	P21	EBIRD	15			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1154317615	2021-05-13 18:12:45.970954	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Sourdough Nature Trail	L1235897	H	45.6398026	-111.0306966	2021-05-12	17:08:00	obsr428450	S88018888	Traveling	P22	EBIRD	95	1.690		2	1	G6726326	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1173015169	2021-06-03 08:59:55.102109	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Beaver Creek CG and Quake Lake	L15223338	P	44.8563389	-111.3707317	2021-05-30	13:23:00	obsr1718783	S89427697	Traveling	P22	EBIRD	184	5.633		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1158421464	2021-05-16 19:47:28.157972	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Cherry River FAS	L1502605	H	45.7110534	-111.0505077	2021-05-16	07:45:00	obsr429628	S88335323	Traveling	P22	EBIRD	65	2.414		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1170271265	2021-05-29 13:25:28.184165	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Deer Creek	L1802842	H	45.2991959	-111.2037508	2021-05-26	13:18:00	obsr231532	S89208983	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1145373108	2021-05-07 16:28:10.582386	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				6	NB	C4	NB		United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Hyalite Canyon Road--from the gate to Langhor Campground	L14326542	P	45.5422499	-111.0378543	2021-05-07	10:10:00	obsr247322	S87351047	Traveling	P22	EBIRD	38	6.437		1	1		1	1	0		60 f, sunny.  Biking	Poor recording, water and wind noise.  Recorded from 3 m.	
URN:CornellLabOfOrnithology:EBIRD:OBS1168022222	2021-05-26 17:12:49.856434	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10	USFWS_773		Drinking Horse Trail	L2830287	H	45.7054900	-110.9743166	2021-05-26	13:50:00	obsr45736	S89040922	Traveling	P22	EBIRD	81	1.706		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1156380911	2021-05-15 15:12:05.054241	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				2	P 	C3	P 		United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Big Sky--Community Park and Waste Water Treatment Facility	L1500575	H	45.2690267	-111.2908754	2021-05-15	08:30:00	obsr706600	S88179914	Traveling	P22	EBIRD	120	4.102		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1140286079	2021-05-02 23:12:23.186425	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				6					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Squaw Creek Road, Gallatin Gateway, Montana, US (45.44, -111.2)	L14722606	P	45.4400268	-111.1999547	2021-05-02	01:00:00	obsr1174735	S86979395	Traveling	P22	EBIRD	90	3.219		1	1		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1168603881	2021-05-27 12:35:16.618201	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				3					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2021-05-27	07:54:00	obsr2394243	S89084166	Traveling	P22	EBIRD	160	3.925		8	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1163130116	2021-05-21 14:43:10.599553	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2021-05-21	11:41:00	obsr45736	S88673366	Traveling	P22	EBIRD	59	2.350		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1157730109	2022-10-21 17:57:19.943281	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Cherry River FAS	L1502605	H	45.7110534	-111.0505077	2021-05-16	07:22:00	obsr45736	S88279252	Traveling	P22	EBIRD	111	1.304		1	1		0	1	0		Beautiful morning, 45 degrees and sunny		
URN:CornellLabOfOrnithology:EBIRD:OBS1178269306	2021-06-08 09:13:40.895203	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Jun 8, 2021 7:13 AM45.858, -110.882	L15294575	P	45.8584130	-110.8815993	2021-06-08	06:08:00	obsr741031	S89836183	Traveling	P22	EBIRD	35	2.076		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1189252090	2021-07-08 13:14:51.698568	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				2	FY	C4	FY		United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2021-06-24	16:35:00	obsr151458	S90741295	Traveling	P22	EBIRD	97	1.046		12	1	G6924042	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1189033997	2021-07-03 16:11:15.482863	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1	CF	C4	CF		United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2021-06-24	07:34:00	obsr180912	S90725932	Traveling	P22	EBIRD_ATL_MD_DC	212	3.208		3	1	G6924100	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1189031552	2021-07-08 13:14:51.698568	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				2	FY	C4	FY		United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2021-06-24	16:35:00	obsr180912	S90725805	Traveling	P22	EBIRD	97	1.046		12	1	G6924042	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1196240373	2021-07-08 13:14:51.698568	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				2	FY	C4	FY		United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2021-06-24	16:35:00	obsr1447839	S91360221	Traveling	P22	EBIRD	97	1.046		12	1	G6924042	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1174026695	2021-06-02 18:27:50.784013	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Custer Gallatin National Forest, Gallatin Gateway US-MT 45.17305, -111.24253	L15217986	P	45.1730540	-111.2425340	2021-06-02	15:07:00	obsr837913	S89504539	Traveling	P22	EBIRD	22	0.906		2	1	G6835024	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1189518242	2021-07-08 13:14:51.698568	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				2	FY	C4	FY		United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2021-06-24	16:35:00	obsr429167	S90764993	Traveling	P22	EBIRD	97	1.046		12	1	G6924042	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1184656659	2022-12-29 11:04:52.573342	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				2					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			469 Snowshoe Ln, Bozeman US-MT 45.70421, -110.90963	L15419165	P	45.7042050	-110.9096300	2021-06-17	15:05:00	obsr293707	S90357786	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1189252148	2021-07-03 16:11:15.482863	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1	CF	C4	CF		United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2021-06-24	07:34:00	obsr151458	S90741306	Traveling	P22	EBIRD	212	3.208		3	1	G6924100	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1189088077	2021-06-28 15:54:12.642006	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Deer Creek	L1802842	H	45.2991959	-111.2037508	2021-06-24	12:00:00	obsr217783	S90730864	Traveling	P22	EBIRD	120	15.289		1	1		0	1	0		Gallatin River float trip from Durban Meadows to Lava Lake.		
URN:CornellLabOfOrnithology:EBIRD:OBS1185719669	2021-06-19 17:09:12.916863	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				2					United States	US	Montana	US-MT	Gallatin	US-MT-031		10	USFWS_773		Drinking Horse Mountain, Bozeman US-MT 45.70709, -110.97964	L15380880	P	45.7070860	-110.9796420	2021-06-14	14:43:00	obsr37740	S90449167	Traveling	P22	EBIRD	72	2.160		1	1	G6902623	0	1	0			In water on stream, observed from bridge, possible nest, mostly gray, brownish head, skinny beak	
URN:CornellLabOfOrnithology:EBIRD:OBS1726517798	2023-05-14 21:55:24.087433	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Ousel Falls Trail	L2202780	H	45.2439836	-111.3311148	2021-06-10	17:08:00	obsr1154115	S137793301	Incidental	P20	EBIRD				2	0	G10232069	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1189009607	2021-07-08 13:14:51.698568	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				2	FY	C4	FY		United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2021-06-24	16:35:00	obsr229335	S90725124	Traveling	P22	EBIRD	97	1.046		12	1	G6924042	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1177256427	2021-06-06 23:53:15.868125	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				3	FY	C4	FY		United States	US	Montana	US-MT	Gallatin	US-MT-031		10	USFWS_773		Bozeman Fish Technology Center 	L1369577	H	45.7071231	-110.9785065	2021-06-06	15:59:00	obsr88799	S89757204	Traveling	P22	EBIRD	59	1.899		1	1		1	1	0		Mid afternoon visit so rather quiet; 74F, partly cloudy, nearly calm.		
URN:CornellLabOfOrnithology:EBIRD:OBS1192256877	2021-06-29 23:44:14.158727	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			East Gallatin Recreation Area, Bozeman US-MT 45.70245, -111.03824	L15578685	P	45.7024540	-111.0382350	2021-06-29	20:04:00	obsr2329057	S91005243	Traveling	P22	EBIRD	99	7.136		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1189561148	2021-07-08 13:14:51.698568	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				2	FY	C4	FY		United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2021-06-24	16:35:00	obsr184971	S90769480	Traveling	P22	EBIRD	97	1.046		12	1	G6924042	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1190105254	2021-06-26 13:31:56.904904	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Custer Gallatin National Forest, Bozeman US-MT 45.54282, -111.03168	L15418287	P	45.5428240	-111.0316790	2021-06-16	15:00:00	obsr431029	S90815832	Traveling	P22	EBIRD	21	0.161		8	1	G6899806	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1181223749	2021-06-13 08:22:37.696032	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Cabin Creek Campground	L11730084	H	44.8709329	-111.3403181	2021-06-12	16:38:00	obsr1694938	S90078083	Incidental	P20	EBIRD				1	0		0	1	0			Seen while fly fishing on the Madison. Landed close to us after catching a big brown trout! Fabulous way to see this lifer!	
URN:CornellLabOfOrnithology:EBIRD:OBS1185642426	2021-06-19 15:09:58.150316	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Custer Gallatin National Forest, Bozeman US-MT 45.54282, -111.03168	L15418287	P	45.5428240	-111.0316790	2021-06-16	15:00:00	obsr171632	S90442226	Traveling	P22	EBIRD	21	0.161		8	1	G6899806	0	1	0		Stopped to check a likely spot for dipper and voilá. 80F, clear, light wind.		
URN:CornellLabOfOrnithology:EBIRD:OBS1189943877	2021-06-26 09:45:48.610602	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				4					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Hyalite Canyon Road--from the gate to Langhor Campground	L14326542	P	45.5422499	-111.0378543	2021-06-25	10:12:00	obsr247322	S90800822	Traveling	P22	EBIRD	27	6.437		1	1		0	1	0		62 f, cloudy.  Biking		
URN:CornellLabOfOrnithology:EBIRD:OBS1177767654	2021-06-07 13:35:27.832168	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2021-06-07	08:38:00	obsr1730745	S89796645	Traveling	P22	EBIRD	172	3.186		1	1		0	1	0		48-56 degrees, sunny.		
URN:CornellLabOfOrnithology:EBIRD:OBS1174029326	2021-06-02 18:27:50.784013	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				1					United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Custer Gallatin National Forest, Gallatin Gateway US-MT 45.17305, -111.24253	L15217986	P	45.1730540	-111.2425340	2021-06-02	15:07:00	obsr112717	S89504116	Traveling	P22	EBIRD	22	0.906		2	1	G6835024	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1188817629	2021-06-24 14:49:16.735611	27090	species	avibase-A5EC8BF5	American Dipper	Cinclus mexicanus				2	FY	C4	FY		United States	US	Montana	US-MT	Gallatin	US-MT-031		10			Story Mill Community Park	L4686166	H	45.6976446	-111.0224290	2021-06-24	10:52:00	obsr177921	S90705641	Traveling	P22	EBIRD	85	4.506		2	1	G6923008	0	1	0			Couldn’t actually see the nest, but both adults were feeding young.	
